"fecha_comprob","comprobante","puntoventa","numero_comprob","cliente","clientenombre","cuit","ctadeudorescodigo","ctadeudores","ctaventascodigo","ctaventas","total_comprob","imputacion_numero","comprob2","comprob2_nro","fecha_comprob2"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002820",CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00000997",Recibo de Cobranza,"202000000248","27/05/2020"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002821",CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00000997",Recibo de Cobranza,"202000000248","27/05/2020"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002822",CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,2877.4500000000,"2017-00000997",Recibo de Cobranza,"202000000248","27/05/2020"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002823",CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00000997",Recibo de Cobranza,"202000000248","27/05/2020"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002824",CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,32144.1000000000,"2017-00000668",Recibo de Cobranza,"202000000262","03/07/2020"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002825",CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,4765.0500000000,"2017-00000997",Recibo de Cobranza,"202000000248","27/05/2020"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002826",CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,2181.8000000000,"2017-00000997",Recibo de Cobranza,"202000000248","27/05/2020"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002827",CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00000997",Recibo de Cobranza,"202000000248","27/05/2020"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002828",CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1454.1500000000,"2017-00000997",Recibo de Cobranza,"202000000248","27/05/2020"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002829",CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00000997",Recibo de Cobranza,"202000000248","27/05/2020"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002830",CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00000997",Recibo de Cobranza,"202000000248","27/05/2020"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002831",CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00000997",Recibo de Cobranza,"202000000248","27/05/2020"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002832",CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,4557.6500000000,"2017-00000994",Recibo de Cobranza,"202000000257","26/06/2020"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002832",CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,4557.6500000000,,,,//
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002833",CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00000908",Recibo de Cobranza,"202000000443","20/05/2021"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002834",CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1432.1000000000,"2017-00000915",Recibo de Cobranza,"202000000491","11/06/2021"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002836",CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,,,,//
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002837",CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00000908",Recibo de Cobranza,"202000000443","20/05/2021"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002838",CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00000908",Recibo de Cobranza,"202000000443","20/05/2021"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002839",CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,2719.9000000000,"2017-00001345",Recibo de Cobranza,"202000000698","15/10/2021"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002840",CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1585.0500000000,"2017-00000915",Recibo de Cobranza,"202000000491","11/06/2021"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002841",CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00000908",Recibo de Cobranza,"202000000443","20/05/2021"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002842",CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1769.5500000000,"2017-00000908",Recibo de Cobranza,"202000000443","20/05/2021"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002843",CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,4517.8500000000,"2017-00000908",Recibo de Cobranza,"202000000443","20/05/2021"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002844",CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00000908",Recibo de Cobranza,"202000000443","20/05/2021"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002845",CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00000908",Recibo de Cobranza,"202000000443","20/05/2021"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002846",CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00000908",Recibo de Cobranza,"202000000443","20/05/2021"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002847",CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00000908",Recibo de Cobranza,"202000000443","20/05/2021"
"06/04/2020",Factura de Venta,"00001 - Factura Electronica","00002848",CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00000915",Recibo de Cobranza,"202000000491","11/06/2021"
"06/04/2021",Factura de Venta,"00001 - Factura Electronica","00003399",CL000315,PUNTA NORTE S.R.L,"33-71204938-9","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,60000.0000000000,"2017-00000870",Recibo de Cobranza,"202000000394","15/04/2021"
"06/07/2021",Factura de Venta,"00001 - Factura Electronica","00003596",CL000315,PUNTA NORTE S.R.L,"33-71204938-9","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,60000.0000000000,"2017-00001017",Recibo de Cobranza,"202000000508","05/07/2021"
"06/07/2021",Factura de Venta Mostrador,"00004 - Tesoreria","00004042",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1147.0800000000,"2017-00001006",Recibo de Cobranza Mostrador,"2020-00000536","06/07/2021"
"06/09/2021",Factura de Venta,"00001 - Factura Electronica","00003681",CL000236,SOLO PATAGONIA S.A.,"30-71083870-0","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,5859.2000000000,"2017-00001092",Recibo de Cobranza,"202000000585","15/09/2021"
"06/10/2020",Factura de Venta,"00001 - Factura Electronica","00000050",CL000207,OSDE ORGANIZACIÓN DE SERVICIOS DIRECTOS EMPRESARIOS,"30-54674125-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,429280.1700000000,"2017-00000672",Recibo de Cobranza,"202000000266","31/07/2020"
"06/10/2020",Factura de Venta,"00001 - Factura Electronica","00000051",CL000207,OSDE ORGANIZACIÓN DE SERVICIOS DIRECTOS EMPRESARIOS,"30-54674125-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,827782.9400000000,"2017-00000672",Recibo de Cobranza,"202000000266","31/07/2020"
"06/10/2020",Factura de Venta,"00001 - Factura Electronica","00003137",CL000207,OSDE ORGANIZACIÓN DE SERVICIOS DIRECTOS EMPRESARIOS,"30-54674125-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,44176.4600000000,,,,//
"06/10/2020",Factura de Venta,"00004 - Tesoreria","00003981",CL000315,PUNTA NORTE S.R.L,"33-71204938-9","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,60000.0000000000,"2023-00001347",Factura de Ventas Anulada,"0000400003981","06/10/2020"
"06/10/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003981",CL000315,PUNTA NORTE S.R.L,"33-71204938-9","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,60000.0000000000,"2023-00001349",Nota de Crédito de Venta,"0000400000118","16/10/2020"
"06/10/2021",Factura de Venta,"00001 - Factura Electronica","00003725",CL000373,INVERSIONES MELIQUINA SA,"30-70896810-9","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,11718.4000000000,"2017-00001261",Recibo de Cobranza,"202000000663","15/10/2021"
"06/10/2021",Factura de Venta Mostrador,"00004 - Tesoreria","00004068",CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00001197",Recibo de Cobranza Mostrador,"2020-00000564","06/10/2021"
"06/10/2021",Nota de Débito de Venta - Interna,,"00000012",CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,2820.0000000000,,,,//
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00000057",CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,427224.4500000000,"2017-00000699",Recibo de Cobranza,"202000000302","10/12/2020"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003180",CL000198,CAJA DE SERVICIOS SOCIALES DE LA PROVINCIA DE SANTA CRUZ ,"30-63824739-5","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,2613689.6400000000,"2017-00001080",Recibo de Cobranza,"202000000570","02/08/2021"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003181",CL000055,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,"30-55027355-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,522518.6000000000,"2023-00001333",Recibo de Cobranza,"2022-00000055","10/02/2022"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003182",CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,317071.5600000000,"2022-00000578",Nota de Crédito de Venta,"0000100000727","27/07/2022"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003182",CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,317071.5600000000,"2022-00000627",Recibo de Cobranza,"2022-00000395","22/07/2022"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003183",CL000113,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,"30-61445509-4","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,51088.7600000000,,,,//
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003184",CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,26349.7600000000,"2017-00000699",Recibo de Cobranza,"202000000302","10/12/2020"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003185",CL000295,INSTITUTO DE OBRA SOCIAL DE LAS FUERZAS ARMADAS (IOSFA),"30-71429214-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,54320.3700000000,"2017-00001040",Recibo de Cobranza,"202000000529","27/07/2021"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003186",CL000081,OBRA SOCIAL DE PETROLEROS,"30-66187671-5
","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,10306.4100000000,"2017-00001551",Recibo de Cobranza,"202000000421","08/02/2021"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003187",CL000097,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICULARES,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,6121.5900000000,,,,//
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003188",CL000176,SOCIEDAD ITALIANA DE BENEFICIENCIA EN BUENOS AIRES,XX,"01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,3693.2200000000,,,,//
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003189",CL000059,OBRA SOCIAL DE EMPRESARIOS PROFESIONALES Y MONOTRIBUTISTAS,"30-58666171-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,152845.9200000000,"2017-00001442",Recibo de Cobranza,"202000000709","17/11/2021"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003190",CL000031,MEDIFE ASOCIACION CIVIL,"30-68273765-0","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,8019.7800000000,"2017-00000846",Recibo de Cobranza,"202000000368","15/01/2021"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003191",CL000267,ASOCIACION MUTUAL SANCOR SALUD,"30-59035479-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,35913.7600000000,"2017-00000797",Recibo de Cobranza,"202000000351","29/01/2021"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003192",CL000093,OBRA SOCIAL DE YACIMIENTOS CARBONIFEROS,"30-67858150-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,8148.2600000000,"2017-00000798",Recibo de Cobranza,"202000000352","25/01/2021"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003193",CL000050,OBRA SOCIAL DE CONDUCTORES CAMIONEROS Y PERSONAL DEL TRANSPORTE AUTOMOTOR DE CARGAS,"30-66150769-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,53775.1300000000,"2017-00000728",Recibo de Cobranza,"202000000310","21/12/2020"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003194",CL000051,OBRA SOCIAL DE CONDUCTORES DE TRANSPORTE COLECTIVO DE PASAJEROS,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,3751.0700000000,,,,//
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003195",CL000030,MEDICUS SA DE ASISTENCIA MEDICA Y CIENTIFICA,"30-54677131-4","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,5316.2700000000,"2017-00000888",Recibo de Cobranza,"202000000420","21/01/2021"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003196",CL000178,SWISS MEDICAL,"30-65485516-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,37874.1100000000,"2017-00000799",Recibo de Cobranza,"202000000353","01/02/2021"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003197",CL000053,OBRA SOCIAL DE DOCENTES PARTICULARES,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,5146.1800000000,"2017-00000873",Recibo de Cobranza,"202000000397","22/03/2021"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003198",CL000201,POLICIA FEDERAL ARGENTINA,"30-62405191-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,14200.0800000000,,,,//
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003198",CL000380,SUPERINTENDENCIA DE BIENESTAR POLICIA FEDERAL ARGENTINA,"30-54666267-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,14200.0800000000,"2022-00000107",Recibo de Cobranza,"2022-00000041","08/02/2022"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003199",CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,5816.2300000000,"2017-00000831",Nota de Crédito de Venta,"0000100000595","13/11/2020"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003200",CL000212,GALENO ARGENTINA SA,"30-52242816-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,3964.9800000000,"2017-00000733",Recibo de Cobranza,"202000000315","30/12/2020"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003201",CL000111,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD DEL TURF,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,5588.5200000000,,,,//
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003202",CL000138,OBRA SOCIAL DEL PERSONAL DEL AUTOMOVIL CLUB ARGENTINO,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,5326.0000000000,"2017-00001285",Recibo de Cobranza,"202000000681","02/08/2021"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003203",CL000315,PUNTA NORTE S.R.L,"33-71204938-9","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,60000.0000000000,"2017-00000741",Recibo de Cobranza,"202000000319","09/11/2020"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003204",CL000267,ASOCIACION MUTUAL SANCOR SALUD,"30-59035479-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,147085.7500000000,"2017-00000797",Recibo de Cobranza,"202000000351","29/01/2021"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003205",CL000267,ASOCIACION MUTUAL SANCOR SALUD,"30-59035479-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,9688.6200000000,"2017-00000797",Recibo de Cobranza,"202000000351","29/01/2021"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003206",CL000059,OBRA SOCIAL DE EMPRESARIOS PROFESIONALES Y MONOTRIBUTISTAS,"30-58666171-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,103306.5800000000,,,,//
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003207",CL000207,OSDE ORGANIZACIÓN DE SERVICIOS DIRECTOS EMPRESARIOS,"30-54674125-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,97405.5100000000,,,,//
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003208",CL000295,INSTITUTO DE OBRA SOCIAL DE LAS FUERZAS ARMADAS (IOSFA),"30-71429214-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,111425.1700000000,"2017-00001038",Recibo de Cobranza,"202000000527","27/07/2021"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003209",CL000295,INSTITUTO DE OBRA SOCIAL DE LAS FUERZAS ARMADAS (IOSFA),"30-71429214-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,169926.3900000000,"2017-00001039",Recibo de Cobranza,"202000000528","27/07/2021"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003210",CL000113,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,"30-61445509-4","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,70031.9700000000,,,,//
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003211",CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,123015.2600000000,"2017-00000700",Recibo de Cobranza,"202000000303","11/12/2020"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003212",CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,136212.7200000000,,,,//
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003213",CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,120469.1200000000,"2022-00000626",Nota de Crédito de Venta,"0000100000726","26/07/2022"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003213",CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,120469.1200000000,"2022-00000627",Recibo de Cobranza,"2022-00000395","22/07/2022"
"06/11/2020",Factura de Venta,"00001 - Factura Electronica","00003214",CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,18573.2800000000,"2022-00000592",Recibo de Cobranza,"2022-00000362","22/06/2022"
"07/01/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000684",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3280.0000000000,"2017-00000417",Recibo de Cobranza Mostrador,"2020-00000282","07/01/2020"
"07/01/2020",Factura de Venta Mostrador,"00002 - Punto de Venta Casa Central","00004292",CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,,,,//
"07/01/2020",Factura de Venta Mostrador,"00002 - Punto de Venta Casa Central","00004298",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000164",Recibo de Cobranza Mostrador,"2020-00000040","07/01/2020"
"07/01/2020",Factura de Venta Mostrador,"00002 - Punto de Venta Casa Central","00004299",CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000708",Recibo de Cobranza Mostrador,"2020-00000217","07/01/2020"
