"fecha_comprob","comprobante","puntoventa","numero_comprob","estado","flag","cliente","clientenombre","cuit","ctadeudorescodigo","ctadeudores","ctaventascodigo","ctaventas","total_comprob","imputacion_numero","comprob2","comprob2_nro","comprob2_estado","comprob2_flag","fecha_comprob2"
"08/01/2020",Factura de Venta,"00001 - Factura Electronica","00002494",C,Cerrada,CL000291,EURO-CENTER LTDA,"550000500003","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,141.0300000000,"2023-00002673",Recibo de Cobranza,"2023-00000747",C,,"13/04/2021"
"08/01/2020",Factura de Venta,"0001 - Factura Electronica","00002495",C,Cerrada,CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2700000000,"2017-00001349",Recibo de Cobranza,"202000000702",C,,"05/11/2021"
"08/01/2020",Factura de Venta,"0001 - Factura Electronica","00002496",C,Cerrada,CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2700000000,"2017-00000908",Recibo de Cobranza,"202000000443",C,,"20/05/2021"
"08/01/2020",Factura de Venta,"0001 - Factura Electronica","00002497",C,Cerrada,CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2700000000,"2017-00000908",Recibo de Cobranza,"202000000443",C,,"20/05/2021"
"08/01/2020",Factura de Venta,"00001 - Factura Electronica","00002498",C,Cerrada,CL000323,ALLIANZ GLOBAL ASSISTANCE,"550035480001","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,290.9400000000,,,,,,//
"08/01/2020",Factura de Venta,"0001 - Factura Electronica","00002499",C,Cerrada,CL000197,LONDON SUPPLY SACIFI,"30-53889256-0","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,4350.0000000000,"2023-00001187",Recibo de Cobranza,"2023-00000583",C,,"21/01/2020"
"08/01/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003769",C,Cerrada,CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000151",Recibo de Cobranza Mostrador,"2020-00000026",C,,"08/01/2020"
"08/01/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003770",C,Cerrada,CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2022-00000354",Recibo de Cobranza Mostrador,"2022-00000040",C,,"08/01/2020"
"08/01/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003770",C,Anulada,CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1000.0000000000,"2022-00000316",Factura de Ventas Anulada,"0000400003770",C,,"08/01/2020"
"08/01/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003771",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000153",Recibo de Cobranza Mostrador,"2020-00000028",C,,"08/01/2020"
"08/01/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003772",C,Cerrada,CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,"2017-00000154",Recibo de Cobranza Mostrador,"2020-00000029",C,,"08/01/2020"
"08/01/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003773",C,Cerrada,CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000346",Recibo de Cobranza Mostrador,"2020-00000220",C,,"08/01/2020"
"08/01/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003774",C,Cerrada,CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000155",Recibo de Cobranza Mostrador,"2020-00000030",C,,"08/01/2020"
"08/01/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003775",C,Cerrada,CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,250.0000000000,"2017-00000156",Recibo de Cobranza Mostrador,"2020-00000031",C,,"08/01/2020"
"08/01/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003776",C,Cerrada,CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000158",Recibo de Cobranza Mostrador,"2020-00000033",C,,"08/01/2020"
"08/01/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003777",C,Cerrada,CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000157",Recibo de Cobranza Mostrador,"2020-00000032",C,,"08/01/2020"
"08/01/2020",Factura de Venta Mostrador,"00004 - Tesoreria","000A3770",C,Anulada,CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,2000.0000000000,"2022-00000318",Factura de Ventas Anulada,"00004000A3770",C,,"08/01/2020"
"08/02/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000806",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1300.0000000000,"2017-00000231",Recibo de Cobranza Mostrador,"2020-00000108",C,,"08/02/2020"
"08/02/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000807",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000232",Recibo de Cobranza Mostrador,"2020-00000109",C,,"08/02/2020"
"08/02/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000808",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1300.0000000000,"2017-00000519",Recibo de Cobranza Mostrador,"2020-00000378",C,,"08/02/2020"
"08/02/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000809",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1300.0000000000,"2017-00000524",Recibo de Cobranza Mostrador,"2020-00000383",C,,"08/02/2020"
"08/02/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000810",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1300.0000000000,"2017-00000520",Recibo de Cobranza Mostrador,"2020-00000379",C,,"08/02/2020"
"08/02/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000811",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,10505.0000000000,"2017-00000525",Recibo de Cobranza Mostrador,"2020-00000384",C,,"08/02/2020"
"08/02/2021",Factura de Venta Mostrador,"00004 - Tesoreria","00004009",C,Cerrada,CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1374.3800000000,"2017-00000818",Recibo de Cobranza Mostrador,"2020-00000499",C,,"08/02/2021"
"08/03/2020",Factura de Venta,"00001 - Factura Electronica","00002724",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1300.0000000000,"2017-00000576",Nota de Crédito de Venta,"0000100000574",C,Cerrada,"01/07/2020"
"08/03/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000879",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1300.0000000000,"2017-00000315",Recibo de Cobranza Mostrador,"2020-00000192",C,,"08/03/2020"
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002871",C,Cerrada,CL000323,ALLIANZ GLOBAL ASSISTANCE,"550035480001","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,33.5300000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002872",C,Cerrada,CL000347,FAST COVER PTY LTD,"550049940002","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,66.4700000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002873",C,Cerrada,CL000348,MAPFRE ASSISTANCE L'EUROPEENNE D'ASSURANCES VOYAGES ,"550041290002","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,88.2100000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002874",C,Cerrada,CL000320,WORLD TRAVEL ASSIST AMERICA LLC,"550021260007","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,56.8200000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002875",C,Cerrada,CL000349,FWD SINGAPORE PTE. LTD,"550033350001","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,44.2200000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002876",C,Cerrada,CL000350,CHUBB INSURANCESINGAPORE LIMITED,"550033350002","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,44.2200000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002877",C,Cerrada,CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,2437.9000000000,"2017-00000130",Recibo de Cobranza,"202000000083",C,,"07/08/2020"
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002878",C,Cerrada,CL000351,EUROP ASSISTANCE ITALY SPA,"550035480003","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,244.3400000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002879",C,Cerrada,CL000352,EUROP ASSISTANCE HUNGARY KFT,"550041450001","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,231.0400000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002880",C,Cerrada,CL000216,EUROP ASSISTANCE ARGENTINA SA,"30-69121636-1","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,47.9900000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002881",C,Cerrada,CL000354,CIGNA - SPECIAL ARRANGEMENTS CHC,"550021260011","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,107.7700000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002882",C,Cerrada,CL000330,GRUPO PRE-MEDIC SA,"30-70891275-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,1482.6500000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002883",C,Cerrada,CL000283,EUROP ASSISTANCE GLOBAL PPO,"550041020001","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,41.2600000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002884",C,Cerrada,CL000355,EUROP  ASSISTANCE BRASIL SERV. ASSIST. S.A.,"550000500005","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,44.2200000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002885",C,Cerrada,CL000355,EUROP  ASSISTANCE BRASIL SERV. ASSIST. S.A.,"550000500005","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,19.0100000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002886",C,Cerrada,CL000291,EURO-CENTER LTDA,"550000500003","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,19.0100000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002887",C,Cerrada,CL000291,EURO-CENTER LTDA,"550000500003","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,19.0100000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002888",C,Cerrada,CL000356,OMEGA ASSIST LLC,"550021260012","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,19.0100000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002888",N,Anulada,CL000325,SOS SEGUROS Y REASEGUROS SA,"550041020004","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,19.0100000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002889",C,Cerrada,CL000325,SOS SEGUROS Y REASEGUROS SA,"550041020004","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,19.0100000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002890",C,Cerrada,CL000322,"1 st INTEGRAL SUPPORT TRAVELLER L.L.C","550021260008","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,19.0100000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002891",C,Cerrada,CL000331,INTERASSIT SA,"33-71461873-9","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,1237.2500000000,,,,,,//
"08/04/2020",Factura de Venta,"00001 - Factura Electronica","00002892",C,Cerrada,CL000357,P J HAYMAN & COMPANY LIMITED,"550021260013","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,678.0600000000,,,,,,//
"08/04/2021",Factura de Venta Mostrador,"00004 - Tesoreria","00004020",C,Cerrada,CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,7891.0000000000,,,,,,//
"08/06/2021",Factura de Venta Mostrador,"00004 - Tesoreria","00004029",C,Cerrada,CL000284,CHINA GEZHOUBA GROUP COMPANY LIMITED ELECTROINGENIERIA S.A.,"30-71432572-4","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,7125.2800000000,"2017-00000977",Recibo de Cobranza Mostrador,"2020-00000529",C,,"08/06/2021"
"08/09/2020",Factura de Venta,"00006 - ART Factura Electronica","00000007",C,Cerrada,CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,288666.7900000000,"2017-00000838",Nota de Crédito de Venta,C0000600000002,C,Cerrada,"08/09/2020"
"08/09/2020",Factura de Venta,"00001 - Factura Electronica","00000046",C,Cerrada,CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,288666.7900000000,"2017-00000650",Recibo de Cobranza,"202000000229",C,,"15/10/2020"
"08/09/2020",Factura de Venta,"00006 - ART Factura Electronica","00000314",C,Cerrada,CL000261,ASOCIART SA ASEGURADORA DE RIESGOS DEL TRABAJO,"30-68627333-0","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,5495.8500000000,"2017-00000649",Recibo de Cobranza,"202000000228",C,,"13/10/2020"
"08/09/2020",Factura de Venta,"00006 - ART Factura Electronica","00000315",C,Cerrada,CL000204,PREVENCION ASEGURADORA DE RIESGO DE TRABAJO SA,"30-68436191-7","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,71234.0600000000,"2017-00000452",Nota de Crédito de Venta,"0000600000069",C,Cerrada,"30/10/2020"
"08/09/2020",Factura de Venta,"00006 - ART Factura Electronica","00000315",C,Cerrada,CL000204,PREVENCION ASEGURADORA DE RIESGO DE TRABAJO SA,"30-68436191-7","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,71234.0600000000,"2017-00000453",Recibo de Cobranza,"202000000154",C,,"15/10/2020"
"08/09/2020",Factura de Venta,"00001 - Factura Electronica","00003103",C,Cerrada,CL000198,CAJA DE SERVICIOS SOCIALES DE LA PROVINCIA DE SANTA CRUZ ,"30-63824739-5","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,2284109.9100000000,"2017-00000937",Recibo de Cobranza,"202000000499",C,,"29/04/2021"
"08/09/2020",Factura de Venta,"00001 - Factura Electronica","00003104",C,Cerrada,CL000055,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,"30-55027355-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,448762.5100000000,"2023-00001333",Recibo de Cobranza,"2022-00000055",C,,"10/02/2022"
"08/09/2020",Factura de Venta,"00001 - Factura Electronica","00003105",C,Cerrada,CL000097,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICULARES,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,8315.5800000000,,,,,,//
"08/09/2020",Factura de Venta,"00001 - Factura Electronica","00003106",C,Cerrada,CL000059,OBRA SOCIAL DE EMPRESARIOS PROFESIONALES Y MONOTRIBUTISTAS,"30-58666171-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,58685.7500000000,"2017-00000897",Recibo de Cobranza,"202000000432",C,,"11/02/2021"
"08/09/2020",Factura de Venta,"00001 - Factura Electronica","00003107",C,Cerrada,CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,44089.6000000000,"2017-00000650",Recibo de Cobranza,"202000000229",C,,"15/10/2020"
"08/09/2020",Factura de Venta,"00001 - Factura Electronica","00003108",C,Cerrada,CL000081,OBRA SOCIAL DE PETROLEROS,"30-66187671-5
","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,6025.5600000000,"2017-00001551",Recibo de Cobranza,"202000000421",C,,"08/02/2021"
"08/09/2020",Factura de Venta,"00001 - Factura Electronica","00003109",C,Cerrada,CL000097,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICULARES,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,8315.5800000000,"2017-00000834",Nota de Crédito de Venta,"0000100000577",C,Cerrada,"08/09/2020"
"08/09/2020",Factura de Venta,"00001 - Factura Electronica","00003110",C,Cerrada,CL000204,PREVENCION ASEGURADORA DE RIESGO DE TRABAJO SA,"30-68436191-7","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,71234.0600000000,"2017-00000833",Nota de Crédito de Venta,"0000100000578",C,Cerrada,"08/09/2020"
"08/09/2020",Factura de Venta,"00001 - Factura Electronica","00003111",C,Cerrada,CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,347672.6200000000,"2022-00000582",Nota de Crédito de Venta,"0000100000725",C,Cerrada,"26/07/2022"
"08/09/2020",Factura de Venta,"00001 - Factura Electronica","00003111",C,Cerrada,CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,347672.6200000000,"2022-00000627",Recibo de Cobranza,"2022-00000395",C,,"22/07/2022"
"08/09/2020",Factura de Venta,"00001 - Factura Electronica","00003112",C,Cerrada,CL000178,SWISS MEDICAL,"30-65485516-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,65310.6600000000,"2017-00000799",Recibo de Cobranza,"202000000353",C,,"01/02/2021"
"08/09/2020",Factura de Venta,"00001 - Factura Electronica","00003113",C,Anulada,CL000201,POLICIA FEDERAL ARGENTINA,"30-62405191-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,8943.0000000000,"2022-00000222",Factura de Ventas Anulada,"0000100003113",C,,"08/09/2020"
"08/09/2020",Factura de Venta,"00001 - Factura Electronica","00003113",C,Cerrada,CL000380,SUPERINTENDENCIA DE BIENESTAR POLICIA FEDERAL ARGENTINA,"30-54666267-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,8943.0000000000,"2022-00000362",Recibo de Cobranza,"2022-00000207",C,,"29/03/2022"
"08/09/2020",Factura de Venta,"00001 - Factura Electronica","00003114",C,Cerrada,CL000204,PREVENCION ASEGURADORA DE RIESGO DE TRABAJO SA,"30-68436191-7","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,71234.0600000000,"2017-00000832",Nota de Crédito de Venta,"0000100000579",C,Cerrada,"08/09/2020"
"08/09/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003979",C,Cerrada,CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,9147.5500000000,"2017-00000690",Recibo de Cobranza Mostrador,"2020-00000462",C,,"08/09/2020"
"08/10/2020",Factura de Venta,"00001 - Factura Electronica","00000052",C,Cerrada,CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,187317.2800000000,"2017-00000654",Recibo de Cobranza,"202000000233",C,,"17/11/2020"
"08/10/2020",Factura de Venta,"00001 - Factura Electronica","00003139",C,Cerrada,CL000198,CAJA DE SERVICIOS SOCIALES DE LA PROVINCIA DE SANTA CRUZ ,"30-63824739-5","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,1322926.9700000000,"2017-00001061",Recibo de Cobranza,"202000000550",C,,"30/08/2021"
"08/10/2020",Factura de Venta,"00001 - Factura Electronica","00003140",C,Cerrada,CL000055,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,"30-55027355-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,391894.1500000000,"2023-00001333",Recibo de Cobranza,"2022-00000055",C,,"10/02/2022"
"08/10/2020",Factura de Venta,"00001 - Factura Electronica","00003141",C,Cerrada,CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,134200.4200000000,"2022-00000592",Recibo de Cobranza,"2022-00000362",C,,"22/06/2022"
"08/10/2020",Factura de Venta,"00001 - Factura Electronica","00003142",C,Cerrada,CL000113,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,"30-61445509-4","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,42888.9000000000,,,,,,//
"08/10/2020",Factura de Venta,"00001 - Factura Electronica","00003143",C,Cerrada,CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,33124.5700000000,"2017-00000654",Recibo de Cobranza,"202000000233",C,,"17/11/2020"
"08/10/2020",Factura de Venta,"00001 - Factura Electronica","00003144",C,Cerrada,CL000295,INSTITUTO DE OBRA SOCIAL DE LAS FUERZAS ARMADAS (IOSFA),"30-71429214-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,21389.3700000000,"2017-00001046",Recibo de Cobranza,"202000000535",C,,"27/07/2021"
"08/10/2020",Factura de Venta,"00001 - Factura Electronica","00003145",C,Cerrada,CL000137,OBRA SOCIAL DEL PERSONAL DE TELEVISION,"30-51674838-5","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,1438.1000000000,,,,,,//
"08/10/2020",Factura de Venta,"00001 - Factura Electronica","00003146",C,Cerrada,CL000081,OBRA SOCIAL DE PETROLEROS,"30-66187671-5
","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,4460.0400000000,"2017-00001551",Recibo de Cobranza,"202000000421",C,,"08/02/2021"
"08/10/2020",Factura de Venta,"00001 - Factura Electronica","00003147",C,Cerrada,CL000097,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICULARES,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,12233.4200000000,,,,,,//
"08/10/2020",Factura de Venta,"00001 - Factura Electronica","00003148",C,Cerrada,CL000298,SYGMA SERVICIOS INTEGRALES S.A.,"30-70728583-0","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,4061.3100000000,"2017-00001018",Recibo de Cobranza,"202000000509",C,,"18/06/2021"
